U1/V	IA/nA	IA/nA
28,42	2,41	2,43
28,44	2,46	2,47
28,47	2,49	2,51
28,49	2,53	2,56
28,52	2,57	2,60
28,54	2,63	2,65
28,57	2,67	2,69
28,59	2,73	2,75
28,62	2,75	2,80
28,64	2,82	2,85
28,66	2,86	2,91
28,69	2,92	2,97
28,71	2,98	3,02
28,74	3,08	3,08
28,76	3,12	3,15
28,79	3,16	3,21
28,81	3,24	3,28
28,84	3,28	3,34
28,86	3,37	3,41
28,88	3,45	3,48
28,91	3,54	3,55
28,93	3,61	3,62
28,96	3,69	3,70
28,98	3,76	3,77
29,01	3,83	3,85
29,03	3,92	3,93
29,05	4,01	4,01
29,08	4,09	4,09
29,10	4,15	4,18
29,13	4,23	4,27
29,15	4,29	4,35
29,18	4,39	4,44
29,20	4,48	4,53
29,23	4,58	4,62
29,25	4,67	4,71
29,27	4,77	4,81
29,30	4,87	4,90
29,32	4,99	5,00
29,35	5,09	5,09
29,37	5,22	5,19
29,40	5,30	5,29
29,42	5,40	5,39
29,45	5,48	5,50
29,47	5,58	5,60
29,49	5,66	5,71
29,52	5,79	5,81
29,54	5,90	5,91
29,57	5,99	6,01
29,59	6,11	6,11
29,62	6,22	6,21
29,64	6,35	6,31
29,67	6,45	6,41
29,69	6,58	6,50
29,71	6,66	6,60
29,74	6,77	6,70
29,76	6,83	6,79
29,79	6,91	6,88
29,81	7,00	6,97
29,84	7,08	7,06
29,86	7,16	7,14
29,89	7,25	7,22
29,91	7,36	7,30
29,93	7,43	7,37
29,96	7,53	7,44
29,98	7,59	7,51
30,01	7,66	7,57
30,03	7,70	7,63
30,06	7,78	7,69
30,08	7,82	7,75
30,10	7,88	7,80
30,13	7,92	7,84
30,15	7,97	7,89
30,18	7,99	7,92
30,20	8,02	7,96
30,23	8,05	7,99
30,25	8,08	8,01
30,28	8,12	8,03
30,30	8,13	8,05
30,32	8,16	8,06
30,35	8,15	8,07
30,37	8,15	8,07
30,40	8,15	8,08
30,42	8,14	8,07
30,45	8,14	8,06
30,47	8,13	8,05
30,50	8,10	8,04
30,52	8,06	8,02
30,54	8,05	7,99
30,57	8,02	7,97
30,59	8,01	7,93
30,62	8,00	7,90
30,64	7,95	7,86
30,67	7,90	7,82
30,69	7,84	7,77
30,72	7,77	7,72
30,74	7,72	7,67
30,76	7,68	7,61
30,79	7,62	7,55
30,81	7,53	7,49
30,84	7,48	7,42
30,86	7,40	7,35
30,89	7,33	7,28
30,91	7,25	7,21
30,94	7,18	7,13
30,96	7,09	7,05
30,98	6,99	6,97
31,01	6,91	6,89
31,03	6,79	6,81
31,06	6,73	6,73
31,08	6,66	6,64
31,11	6,60	6,55
31,13	6,49	6,46
31,15	6,42	6,37
31,18	6,32	6,28
31,20	6,19	6,19
31,23	6,10	6,09
31,25	6,02	6,00
31,28	5,94	5,91
31,30	5,83	5,82
31,33	5,73	5,73
31,35	5,62	5,63
31,37	5,54	5,54
31,40	5,40	5,44
31,42	5,32	5,35
31,45	5,24	5,25
31,47	5,14	5,16
31,50	5,05	5,07
31,52	4,98	4,98
31,55	4,89	4,89
31,57	4,80	4,80
31,59	4,71	4,71
31,62	4,61	4,63
31,64	4,51	4,55
31,67	4,42	4,47
31,69	4,33	4,39
31,72	4,25	4,30
31,74	4,17	4,22
31,77	4,08	4,14
31,79	4,03	4,06
31,81	3,95	3,99
31,84	3,93	3,91
31,86	3,87	3,84
31,89	3,80	3,77
31,91	3,69	3,70
31,94	3,63	3,63
31,96	3,52	3,57
31,99	3,43	3,51
32,01	3,39	3,45
32,03	3,32	3,39
32,06	3,28	3,33
32,08	3,20	3,27
32,11	3,16	3,21
32,13	3,11	3,16
32,16	3,10	3,11
32,18	3,05	3,05
32,20	3,01	3,01
32,23	2,95	2,96
32,25	2,88	2,92
32,28	2,83	2,88
32,30	2,79	2,85
32,33	2,76	2,81
32,35	2,74	2,78
32,38	2,71	2,75
32,40	2,66	2,72
32,42	2,63	2,69
32,45	2,62	2,66
32,47	2,60	2,64
32,50	2,60	2,62
32,52	2,59	2,60
32,55	2,55	2,59
32,57	2,54	2,57
32,60	2,52	2,56
32,62	2,50	2,55
32,64	2,49	2,54
32,67	2,51	2,54
32,69	2,49	2,54
32,72	2,50	2,54
32,74	2,50	2,54
32,77	2,50	2,55
32,79	2,53	2,55
32,82	2,53	2,56
32,84	2,53	2,57
32,86	2,52	2,59
32,89	2,54	2,60
32,91	2,54	2,62
32,94	2,60	2,64
32,96	2,63	2,66
32,99	2,66	2,68
33,01	2,70	2,70
33,04	2,72	2,73
33,06	2,73	2,76
33,08	2,76	2,79
33,11	2,81	2,82
33,13	2,83	2,86
33,16	2,87	2,90
33,18	2,89	2,94
33,21	2,91	2,98
33,23	2,96	3,02
33,26	3,02	3,06
33,28	3,07	3,11
33,30	3,13	3,16
33,33	3,18	3,21
33,35	3,23	3,26
33,38	3,28	3,32
33,40	3,34	3,37
33,43	3,40	3,43
33,45	3,47	3,49
33,47	3,51	3,56
33,50	3,56	3,63
33,52	3,62	3,70
33,55	3,70	3,77
33,57	3,80	3,84
33,60	3,89	3,91
33,62	3,98	3,99
33,65	4,03	4,07
33,67	4,12	4,15
33,69	4,20	4,23
33,72	4,29	4,32
33,74	4,40	4,40
33,77	4,49	4,49
33,79	4,57	4,58
33,82	4,62	4,68
33,84	4,71	4,78
33,87	4,79	4,88
33,89	4,92	4,98
33,91	5,03	5,08
33,94	5,14	5,18
33,96	5,24	5,28
33,99	5,34	5,39
34,01	5,44	5,49
34,04	5,58	5,60
34,06	5,72	5,71
34,09	5,86	5,82
34,11	5,97	5,93
34,13	6,06	6,05
34,16	6,14	6,17
34,18	6,25	6,29
34,21	6,35	6,41
34,23	6,47	6,52
34,26	6,61	6,64
34,28	6,73	6,76
34,31	6,85	6,88
34,33	6,99	7,00
34,35	7,14	7,11
34,38	7,27	7,23
34,40	7,40	7,35
34,43	7,51	7,47
34,45	7,62	7,59
34,48	7,70	7,71
34,50	7,80	7,83
34,52	7,93	7,95
34,55	8,05	8,06
34,57	8,18	8,17
34,60	8,30	8,28
34,62	8,43	8,38
34,65	8,53	8,49
34,67	8,68	8,59
34,70	8,79	8,69
34,72	8,90	8,78
34,74	8,98	8,88
34,77	9,05	8,98
34,79	9,12	9,07
34,82	9,19	9,15
34,84	9,27	9,24
34,87	9,36	9,32
34,89	9,44	9,39
34,92	9,51	9,46
34,94	9,57	9,52
34,96	9,65	9,58
34,99	9,74	9,63
35,01	9,81	9,68
35,04	9,86	9,73
35,06	9,89	9,77
35,09	9,92	9,81
35,11	9,92	9,85
35,14	9,94	9,88
35,16	9,96	9,91
35,18	10,01	9,93
35,21	10,02	9,95
35,23	10,04	9,96
35,26	10,05	9,96
35,28	10,05	9,96
35,31	10,06	9,95
35,33	10,04	9,95
35,36	10,05	9,93
35,38	10,02	9,92
35,40	9,99	9,90
35,43	9,94	9,87
35,45	9,90	9,84
35,48	9,86	9,80
35,50	9,83	9,76
35,53	9,80	9,71
35,55	9,75	9,66
35,57	9,71	9,61
35,60	9,66	9,55
35,62	9,58	9,49
35,65	9,52	9,43
35,67	9,42	9,36
35,70	9,31	9,28
35,72	9,21	9,21
35,75	9,14	9,13
35,77	9,07	9,05
35,79	9,02	8,97
35,82	8,97	8,88
35,84	8,85	8,79
35,87	8,77	8,70
35,89	8,64	8,60
35,92	8,52	8,51
35,94	8,43	8,41
35,97	8,35	8,31
35,99	8,24	8,22
36,01	8,14	8,12
36,04	8,03	8,02
36,06	7,91	7,91
36,09	7,81	7,80
36,11	7,71	7,70
36,14	7,61	7,59
36,16	7,50	7,48
36,19	7,38	7,37
36,21	7,28	7,26
36,23	7,16	7,15
36,26	7,05	7,04
36,28	6,95	6,94
36,31	6,83	6,83
36,33	6,71	6,72
36,36	6,59	6,61
36,38	6,48	6,50
36,41	6,36	6,39
36,43	6,26	6,29
36,45	6,16	6,18
36,48	6,06	6,07
36,50	5,95	5,97
36,53	5,87	5,86
36,55	5,77	5,76
36,58	5,64	5,66
36,60	5,55	5,56
36,62	5,43	5,47
36,65	5,33	5,37
36,67	5,22	5,28
36,70	5,12	5,19
36,72	5,04	5,10
36,75	4,95	5,01
36,77	4,87	4,92
36,80	4,80	4,83
36,82	4,72	4,75
36,84	4,63	4,66
36,87	4,58	4,58
36,89	4,48	4,50
36,92	4,39	4,43
36,94	4,34	4,36
36,97	4,26	4,29
36,99	4,18	4,22
37,02	4,10	4,15
37,04	4,05	4,09
37,06	3,96	4,03
37,09	3,90	3,96
37,11	3,84	3,91
37,14	3,79	3,85
37,16	3,73	3,80
37,19	3,71	3,75
37,21	3,67	3,70
37,24	3,62	3,65
37,26	3,57	3,61
37,28	3,52	3,57
37,31	3,48	3,54
37,33	3,44	3,50
37,36	3,41	3,47
37,38	3,41	3,45
37,41	3,38	3,42
37,43	3,34	3,40
37,46	3,32	3,37
37,48	3,30	3,35
37,50	3,31	3,34
37,53	3,30	3,32
37,55	3,29	3,31
37,58	3,26	3,31
37,60	3,27	3,30
37,63	3,24	3,30
37,65	3,24	3,30
37,68	3,23	3,30
37,70	3,25	3,31
37,72	3,26	3,32
37,75	3,27	3,33
37,77	3,28	3,34
37,80	3,31	3,35
37,82	3,35	3,37
37,85	3,35	3,39
37,87	3,37	3,41
37,89	3,40	3,44
37,92	3,43	3,47
37,94	3,44	3,50
37,97	3,49	3,53
37,99	3,52	3,57
38,02	3,55	3,61
38,04	3,60	3,65
38,07	3,63	3,69
38,09	3,69	3,74
38,11	3,74	3,79
38,14	3,79	3,84
38,16	3,85	3,89
38,19	3,89	3,95
38,21	3,94	4,01
38,24	4,01	4,07
38,26	4,08	4,13
38,29	4,17	4,19
38,31	4,24	4,26
38,33	4,31	4,33
38,36	4,37	4,40
38,38	4,46	4,47
38,41	4,51	4,55
38,43	4,61	4,63
38,46	4,69	4,71
38,48	4,77	4,79
38,51	4,82	4,87
38,53	4,91	4,96
38,55	4,98	5,05
38,58	5,05	5,14
38,60	5,20	5,23
38,63	5,28	5,32
38,65	5,39	5,42
38,68	5,47	5,52
38,70	5,59	5,62
38,73	5,67	5,72
38,75	5,80	5,83
38,77	5,90	5,94
38,80	6,02	6,05
38,82	6,12	6,16
38,85	6,22	6,28
38,87	6,33	6,40
38,90	6,45	6,52
38,92	6,59	6,64
38,94	6,73	6,76
38,97	6,85	6,88
38,99	7,00	7,00
39,02	7,14	7,13
39,04	7,26	7,26
39,07	7,40	7,38
39,09	7,55	7,52
39,12	7,66	7,65
39,14	7,75	7,78
39,16	7,88	7,92
39,19	7,99	8,05
39,21	8,12	8,18
39,24	8,28	8,32
39,26	8,44	8,45
39,29	8,57	8,58
39,31	8,73	8,72
39,34	8,89	8,85
39,36	8,98	8,97
39,38	9,14	9,10
39,41	9,27	9,23
39,43	9,43	9,36
39,46	9,53	9,49
39,48	9,68	9,62
39,51	9,80	9,74
39,53	9,92	9,86
39,56	10,02	9,98
39,58	10,13	10,09
39,60	10,24	10,20
39,63	10,33	10,31
39,65	10,46	10,41
39,68	10,57	10,51
39,70	10,70	10,61
39,73	10,82	10,71
39,75	10,92	10,80
39,78	10,98	10,89
39,80	11,04	10,97
39,82	11,10	11,05
39,85	11,17	11,13
39,87	11,23	11,21
39,90	11,33	11,28
39,92	11,40	11,34
39,95	11,48	11,40
39,97	11,54	11,45
39,99	11,61	11,50
40,02	11,67	11,55
40,04	11,71	11,59
40,07	11,74	11,62
40,09	11,77	11,66
40,12	11,80	11,69
40,14	11,80	11,71
40,17	11,83	11,73
40,19	11,81	11,75
40,21	11,82	11,76
40,24	11,82	11,76
40,26	11,82	11,76
40,29	11,83	11,76
40,31	11,83	11,74
40,34	11,83	11,73
40,36	11,80	11,70
40,39	11,78	11,68
40,41	11,75	11,65
40,43	11,72	11,61
40,46	11,67	11,58
40,48	11,64	11,53
40,51	11,58	11,48
40,53	11,52	11,43
40,56	11,46	11,37
40,58	11,39	11,31
40,61	11,30	11,24
40,63	11,25	11,18
40,65	11,18	11,10
40,68	11,10	11,03
40,70	11,01	10,95
40,73	10,91	10,87
40,75	10,81	10,78
40,78	10,68	10,69
40,80	10,62	10,59
40,83	10,52	10,50
40,85	10,45	10,40
40,87	10,35	10,30
40,90	10,28	10,20
40,92	10,16	10,09
40,95	10,06	9,99
40,97	9,92	9,89
41,00	9,79	9,78
41,02	9,67	9,67
41,05	9,54	9,56
41,07	9,41	9,45
41,09	9,31	9,34
41,12	9,25	9,22
41,14	9,13	9,10
41,17	9,03	8,98
41,19	8,93	8,86
41,22	8,81	8,75
41,24	8,65	8,63
41,26	8,53	8,52
41,29	8,38	8,41
41,31	8,27	8,29
41,34	8,13	8,18
41,36	8,01	8,07
41,39	7,87	7,96
41,41	7,79	7,84
41,44	7,67	7,73
41,46	7,59	7,61
41,48	7,50	7,50
41,51	7,41	7,39
41,53	7,31	7,28
41,56	7,19	7,17
41,58	7,09	7,06
41,61	6,94	6,96
41,63	6,85	6,86
41,66	6,71	6,77
41,68	6,61	6,67
41,70	6,50	6,57
41,73	6,41	6,48
41,75	6,32	6,38
41,78	6,22	6,28
41,80	6,16	6,19
41,83	6,05	6,10
41,85	6,00	6,00
41,88	5,91	5,92
41,90	5,85	5,83
41,92	5,74	5,75
41,95	5,66	5,68
41,97	5,56	5,61
42,00	5,47	5,54
42,02	5,40	5,47
42,05	5,33	5,40
42,07	5,24	5,34
42,10	5,18	5,28
42,12	5,11	5,22
42,14	5,08	5,16
42,17	5,03	5,11
42,19	5,01	5,05
42,22	5,00	5,00
42,24	4,96	4,96
42,27	4,89	4,91
42,29	4,86	4,88
42,31	4,83	4,84
42,34	4,76	4,81
42,36	4,75	4,78
42,39	4,69	4,76
42,41	4,66	4,73
42,44	4,62	4,71
42,46	4,60	4,69
42,49	4,58	4,67
42,51	4,59	4,65
42,53	4,61	4,64
42,56	4,60	4,63
42,58	4,61	4,62
42,61	4,58	4,61
42,63	4,58	4,61
42,66	4,56	4,61
42,68	4,56	4,62
42,71	4,55	4,62
42,73	4,57	4,63
42,75	4,59	4,65
42,78	4,60	4,66
42,80	4,63	4,68
42,83	4,65	4,70
42,85	4,69	4,72
42,88	4,70	4,74
42,90	4,72	4,77
42,93	4,74	4,81
42,95	4,80	4,84
42,97	4,83	4,88
43,00	4,87	4,92
43,02	4,90	4,96
43,05	4,95	5,00
43,07	4,99	5,05
43,10	5,05	5,10
43,12	5,12	5,15
43,15	5,19	5,21
43,17	5,23	5,27
43,19	5,28	5,33
43,22	5,34	5,40
43,24	5,39	5,47
43,27	5,46	5,53
43,29	5,55	5,60
43,32	5,64	5,68
43,34	5,70	5,75
43,36	5,80	5,83
43,39	5,88	5,91
43,41	5,99	6,00
43,44	6,08	6,09
43,46	6,17	6,18
43,49	6,22	6,28
43,51	6,30	6,38
43,54	6,39	6,49
43,56	6,45	6,59
43,58	6,59	6,69
43,61	6,71	6,80
43,63	6,87	6,91
43,66	6,97	7,02
43,68	7,12	7,13
43,71	7,24	7,25
43,73	7,38	7,37
43,76	7,51	7,49
43,78	7,64	7,62
43,80	7,73	7,75
43,83	7,84	7,88
43,85	7,95	8,02
43,88	8,06	8,15
43,90	8,20	8,29
43,93	8,35	8,42
43,95	8,52	8,56
43,98	8,67	8,69
44,00	8,81	8,83
44,02	8,95	8,97
44,05	9,12	9,10
44,07	9,26	9,24
44,10	9,43	9,39
44,12	9,57	9,53
44,15	9,72	9,68
44,17	9,84	9,83
44,20	9,96	9,98
44,22	10,08	10,13
44,24	10,24	10,27
44,27	10,36	10,41
44,29	10,51	10,56
44,32	10,69	10,69
44,34	10,85	10,83
44,37	11,01	10,97
44,39	11,21	11,10
44,41	11,35	11,24
44,44	11,48	11,37
44,46	11,59	11,51
44,49	11,69	11,64
44,51	11,79	11,77
44,54	11,92	11,90
44,56	12,03	12,03
44,59	12,15	12,15
44,61	12,26	12,27
44,63	12,43	12,38
44,66	12,53	12,49
44,68	12,65	12,59
44,71	12,80	12,69
44,73	12,93	12,79
44,76	12,99	12,88
44,78	13,09	12,97
44,81	13,17	13,05
44,83	13,25	13,13
44,85	13,30	13,20
44,88	13,39	13,27
44,90	13,42	13,32
44,93	13,51	13,38
44,95	13,58	13,42
44,98	13,65	13,47
