U1/V	IA/nA	IA/nA
28,42	0,77	0,81
28,44	0,76	0,80
28,47	0,74	0,79
28,49	0,77	0,79
28,52	0,76	0,78
28,54	0,75	0,78
28,57	0,76	0,77
28,59	0,76	0,77
28,62	0,79	0,76
28,64	0,78	0,76
28,66	0,79	0,76
28,69	0,75	0,76
28,71	0,77	0,77
28,74	0,73	0,77
28,76	0,74	0,77
28,79	0,74	0,78
28,81	0,76	0,78
28,84	0,77	0,79
28,86	0,77	0,79
28,88	0,77	0,80
28,91	0,78	0,80
28,93	0,81	0,81
28,96	0,81	0,82
28,98	0,83	0,83
29,01	0,84	0,84
29,03	0,84	0,86
29,05	0,85	0,87
29,08	0,86	0,89
29,10	0,86	0,90
29,13	0,89	0,92
29,15	0,92	0,94
29,18	0,93	0,96
29,20	0,96	0,98
29,23	1,00	1,01
29,25	1,01	1,03
29,27	1,03	1,05
29,30	1,05	1,08
29,32	1,07	1,10
29,35	1,10	1,13
29,37	1,13	1,16
29,40	1,21	1,19
29,42	1,23	1,22
29,45	1,26	1,25
29,47	1,27	1,29
29,49	1,31	1,32
29,52	1,30	1,36
29,54	1,34	1,40
29,57	1,40	1,43
29,59	1,45	1,47
29,62	1,49	1,51
29,64	1,52	1,55
29,67	1,58	1,59
29,69	1,62	1,63
29,71	1,69	1,67
29,74	1,73	1,71
29,76	1,78	1,76
29,79	1,79	1,81
29,81	1,82	1,86
29,84	1,86	1,91
29,86	1,90	1,96
29,89	1,95	2,00
29,91	2,03	2,05
29,93	2,08	2,10
29,96	2,14	2,15
29,98	2,20	2,19
30,01	2,27	2,24
30,03	2,34	2,29
30,06	2,39	2,34
30,08	2,43	2,39
30,10	2,44	2,45
30,13	2,49	2,50
30,15	2,52	2,55
30,18	2,58	2,60
30,20	2,63	2,65
30,23	2,70	2,70
30,25	2,75	2,75
30,28	2,80	2,79
30,30	2,85	2,83
30,32	2,90	2,88
30,35	2,98	2,92
30,37	3,02	2,96
30,40	3,07	3,01
30,42	3,09	3,05
30,45	3,12	3,09
30,47	3,13	3,13
30,50	3,19	3,17
30,52	3,22	3,21
30,54	3,25	3,24
30,57	3,29	3,28
30,59	3,32	3,31
30,62	3,35	3,34
30,64	3,39	3,36
30,67	3,44	3,39
30,69	3,47	3,41
30,72	3,49	3,43
30,74	3,52	3,45
30,76	3,51	3,46
30,79	3,52	3,48
30,81	3,54	3,50
30,84	3,56	3,51
30,86	3,57	3,52
30,89	3,55	3,53
30,91	3,56	3,54
30,94	3,54	3,54
30,96	3,55	3,54
30,98	3,54	3,54
31,01	3,57	3,54
31,03	3,56	3,53
31,06	3,56	3,53
31,08	3,56	3,52
31,11	3,54	3,51
31,13	3,56	3,50
31,15	3,53	3,49
31,18	3,54	3,48
31,20	3,49	3,47
31,23	3,48	3,45
31,25	3,44	3,44
31,28	3,43	3,42
31,30	3,40	3,40
31,33	3,40	3,38
31,35	3,38	3,36
31,37	3,34	3,33
31,40	3,33	3,31
31,42	3,31	3,28
31,45	3,29	3,25
31,47	3,28	3,23
31,50	3,25	3,20
31,52	3,19	3,17
31,55	3,15	3,14
31,57	3,11	3,11
31,59	3,07	3,08
31,62	3,04	3,05
31,64	3,02	3,01
31,67	2,98	2,98
31,69	2,95	2,94
31,72	2,90	2,91
31,74	2,87	2,87
31,77	2,86	2,83
31,79	2,81	2,79
31,81	2,78	2,75
31,84	2,74	2,72
31,86	2,70	2,68
31,89	2,64	2,64
31,91	2,63	2,60
31,94	2,58	2,57
31,96	2,53	2,53
31,99	2,48	2,49
32,01	2,44	2,45
32,03	2,38	2,41
32,06	2,34	2,37
32,08	2,31	2,33
32,11	2,29	2,29
32,13	2,26	2,25
32,16	2,21	2,21
32,18	2,17	2,17
32,20	2,14	2,13
32,23	2,11	2,09
32,25	2,07	2,05
32,28	2,03	2,01
32,30	1,97	1,98
32,33	1,92	1,94
32,35	1,86	1,90
32,38	1,82	1,87
32,40	1,78	1,83
32,42	1,77	1,79
32,45	1,74	1,75
32,47	1,71	1,72
32,50	1,69	1,68
32,52	1,64	1,64
32,55	1,65	1,61
32,57	1,60	1,58
32,60	1,56	1,54
32,62	1,50	1,51
32,64	1,48	1,49
32,67	1,41	1,46
32,69	1,39	1,43
32,72	1,35	1,40
32,74	1,33	1,37
32,77	1,32	1,35
32,79	1,29	1,32
32,82	1,27	1,29
32,84	1,26	1,26
32,86	1,26	1,24
32,89	1,22	1,22
32,91	1,20	1,19
32,94	1,17	1,18
32,96	1,14	1,16
32,99	1,12	1,14
33,01	1,10	1,13
33,04	1,08	1,11
33,06	1,05	1,09
33,08	1,05	1,08
33,11	1,03	1,07
33,13	1,02	1,06
33,16	1,02	1,04
33,18	1,02	1,03
33,21	1,01	1,02
33,23	1,00	1,01
33,26	0,99	1,00
33,28	0,98	0,99
33,30	0,98	0,99
33,33	1,00	0,99
33,35	0,99	0,98
33,38	0,98	0,98
33,40	0,95	0,98
33,43	0,95	0,98
33,45	0,92	0,98
33,47	0,92	0,99
33,50	0,95	0,99
33,52	0,97	0,99
33,55	0,98	1,00
33,57	0,98	1,00
33,60	1,00	1,01
33,62	0,99	1,02
33,65	1,04	1,03
33,67	1,05	1,04
33,69	1,06	1,05
33,72	1,05	1,07
33,74	1,07	1,09
33,77	1,07	1,11
33,79	1,08	1,13
33,82	1,10	1,15
33,84	1,13	1,17
33,87	1,15	1,19
33,89	1,16	1,22
33,91	1,20	1,24
33,94	1,25	1,27
33,96	1,30	1,29
33,99	1,33	1,32
34,01	1,35	1,35
34,04	1,39	1,39
34,06	1,42	1,42
34,09	1,43	1,46
34,11	1,47	1,50
34,13	1,51	1,54
34,16	1,54	1,58
34,18	1,57	1,62
34,21	1,62	1,66
34,23	1,66	1,71
34,26	1,71	1,75
34,28	1,78	1,80
34,31	1,81	1,85
34,33	1,88	1,89
34,35	1,92	1,95
34,38	1,99	2,00
34,40	2,02	2,05
34,43	2,10	2,11
34,45	2,14	2,17
34,48	2,21	2,23
34,50	2,27	2,29
34,52	2,32	2,36
34,55	2,38	2,42
34,57	2,44	2,48
34,60	2,52	2,54
34,62	2,58	2,60
34,65	2,66	2,67
34,67	2,73	2,73
34,70	2,82	2,79
34,72	2,90	2,86
34,74	2,98	2,93
34,77	3,05	2,99
34,79	3,09	3,06
34,82	3,12	3,13
34,84	3,16	3,20
34,87	3,20	3,27
34,89	3,28	3,34
34,92	3,34	3,41
34,94	3,45	3,47
34,96	3,53	3,54
34,99	3,61	3,60
35,01	3,67	3,66
35,04	3,76	3,72
35,06	3,87	3,78
35,09	3,92	3,84
35,11	3,99	3,91
35,14	4,02	3,97
35,16	4,08	4,03
35,18	4,09	4,09
35,21	4,15	4,15
35,23	4,19	4,20
35,26	4,26	4,25
35,28	4,31	4,30
35,31	4,37	4,35
35,33	4,44	4,39
35,36	4,48	4,43
35,38	4,54	4,46
35,40	4,59	4,50
35,43	4,61	4,54
35,45	4,63	4,57
35,48	4,67	4,60
35,50	4,68	4,64
35,53	4,69	4,66
35,55	4,71	4,69
35,57	4,73	4,71
35,60	4,75	4,73
35,62	4,78	4,75
35,65	4,79	4,76
35,67	4,82	4,77
35,70	4,84	4,78
35,72	4,85	4,79
35,75	4,84	4,79
35,77	4,86	4,79
35,79	4,86	4,79
35,82	4,84	4,79
35,84	4,87	4,78
35,87	4,85	4,78
35,89	4,84	4,77
35,92	4,80	4,76
35,94	4,78	4,74
35,97	4,73	4,73
35,99	4,72	4,71
36,01	4,68	4,69
36,04	4,67	4,67
36,06	4,66	4,64
36,09	4,62	4,62
36,11	4,61	4,59
36,14	4,60	4,55
36,16	4,59	4,52
36,19	4,55	4,49
36,21	4,52	4,45
36,23	4,49	4,42
36,26	4,43	4,38
36,28	4,37	4,34
36,31	4,33	4,30
36,33	4,28	4,26
36,36	4,22	4,22
36,38	4,17	4,18
36,41	4,12	4,13
36,43	4,07	4,08
36,45	4,03	4,03
36,48	4,00	3,98
36,50	3,96	3,92
36,53	3,91	3,87
36,55	3,85	3,82
36,58	3,81	3,77
36,60	3,73	3,71
36,62	3,68	3,66
36,65	3,61	3,60
36,67	3,55	3,55
36,70	3,49	3,50
36,72	3,43	3,45
36,75	3,38	3,39
36,77	3,33	3,34
36,80	3,27	3,28
36,82	3,19	3,23
36,84	3,14	3,17
36,87	3,08	3,11
36,89	3,05	3,06
36,92	3,02	3,00
36,94	2,97	2,95
36,97	2,92	2,89
36,99	2,86	2,84
37,02	2,80	2,79
37,04	2,73	2,74
37,06	2,68	2,69
37,09	2,62	2,64
37,11	2,55	2,59
37,14	2,50	2,54
37,16	2,45	2,49
37,19	2,41	2,44
37,21	2,35	2,39
37,24	2,34	2,34
37,26	2,31	2,29
37,28	2,26	2,24
37,31	2,21	2,20
37,33	2,16	2,15
37,36	2,11	2,11
37,38	2,04	2,07
37,41	2,00	2,03
37,43	1,92	1,99
37,46	1,90	1,95
37,48	1,88	1,91
37,50	1,83	1,88
37,53	1,81	1,84
37,55	1,80	1,80
37,58	1,78	1,76
37,60	1,72	1,72
37,63	1,70	1,69
37,65	1,65	1,66
37,68	1,64	1,63
37,70	1,59	1,60
37,72	1,56	1,57
37,75	1,52	1,54
37,77	1,49	1,52
37,80	1,46	1,49
37,82	1,41	1,46
37,85	1,41	1,44
37,87	1,39	1,41
37,89	1,38	1,39
37,92	1,35	1,37
37,94	1,32	1,35
37,97	1,31	1,33
37,99	1,29	1,31
38,02	1,27	1,30
38,04	1,26	1,28
38,07	1,24	1,27
38,09	1,24	1,26
38,11	1,22	1,25
38,14	1,22	1,25
38,16	1,21	1,24
38,19	1,23	1,24
38,21	1,18	1,24
38,24	1,17	1,24
38,26	1,18	1,24
38,29	1,18	1,24
38,31	1,20	1,25
38,33	1,24	1,25
38,36	1,26	1,26
38,38	1,27	1,27
38,41	1,29	1,28
38,43	1,28	1,30
38,46	1,29	1,31
38,48	1,31	1,33
38,51	1,31	1,35
38,53	1,32	1,37
38,55	1,34	1,40
38,58	1,37	1,42
38,60	1,39	1,44
38,63	1,43	1,47
38,65	1,46	1,49
38,68	1,52	1,52
38,70	1,54	1,55
38,73	1,57	1,58
38,75	1,62	1,61
38,77	1,67	1,65
38,80	1,68	1,69
38,82	1,71	1,73
38,85	1,73	1,77
38,87	1,76	1,81
38,90	1,79	1,86
38,92	1,83	1,91
38,94	1,88	1,95
38,97	1,96	2,00
38,99	2,01	2,04
39,02	2,07	2,09
39,04	2,13	2,14
39,07	2,19	2,20
39,09	2,26	2,25
39,12	2,31	2,31
39,14	2,38	2,37
39,16	2,41	2,44
39,19	2,47	2,50
39,21	2,51	2,57
39,24	2,57	2,64
39,26	2,65	2,71
39,29	2,72	2,78
39,31	2,80	2,85
39,34	2,87	2,92
39,36	2,95	2,99
39,38	3,03	3,07
39,41	3,14	3,14
39,43	3,23	3,22
39,46	3,30	3,30
39,48	3,38	3,38
39,51	3,45	3,47
39,53	3,53	3,55
39,56	3,61	3,64
39,58	3,70	3,73
39,60	3,79	3,81
39,63	3,87	3,90
39,65	3,96	3,98
39,68	4,04	4,07
39,70	4,15	4,15
39,73	4,25	4,23
39,75	4,37	4,32
39,78	4,48	4,40
39,80	4,54	4,48
39,82	4,61	4,57
39,85	4,67	4,65
39,87	4,77	4,73
39,90	4,81	4,81
39,92	4,91	4,89
39,95	4,97	4,97
39,97	5,07	5,04
39,99	5,13	5,11
40,02	5,19	5,18
40,04	5,27	5,25
40,07	5,37	5,32
40,09	5,44	5,38
40,12	5,49	5,45
40,14	5,55	5,51
40,17	5,60	5,57
40,19	5,67	5,63
40,21	5,72	5,68
40,24	5,78	5,73
40,26	5,84	5,78
40,29	5,88	5,83
40,31	5,92	5,87
40,34	5,97	5,91
40,36	6,01	5,95
40,39	6,06	5,98
40,41	6,10	6,01
40,43	6,12	6,04
40,46	6,12	6,07
40,48	6,14	6,09
40,51	6,16	6,11
40,53	6,17	6,12
40,56	6,19	6,14
40,58	6,20	6,15
40,61	6,21	6,15
40,63	6,19	6,16
40,65	6,20	6,16
40,68	6,19	6,15
40,70	6,21	6,15
40,73	6,18	6,14
40,75	6,18	6,13
40,78	6,17	6,12
40,80	6,14	6,10
40,83	6,13	6,08
40,85	6,12	6,06
40,87	6,10	6,03
40,90	6,05	6,01
40,92	6,02	5,98
40,95	5,99	5,95
40,97	5,98	5,92
41,00	5,95	5,88
41,02	5,91	5,85
41,05	5,84	5,81
41,07	5,78	5,76
41,09	5,71	5,72
41,12	5,68	5,67
41,14	5,63	5,62
41,17	5,62	5,57
41,19	5,56	5,52
41,22	5,51	5,46
41,24	5,46	5,41
41,26	5,40	5,35
41,29	5,33	5,29
41,31	5,28	5,23
41,34	5,22	5,17
41,36	5,12	5,11
41,39	5,05	5,05
41,41	4,97	4,99
41,44	4,89	4,92
41,46	4,84	4,85
41,48	4,80	4,78
41,51	4,74	4,71
41,53	4,67	4,64
41,56	4,62	4,57
41,58	4,53	4,50
41,61	4,47	4,43
41,63	4,38	4,37
41,66	4,28	4,30
41,68	4,21	4,23
41,70	4,13	4,16
41,73	4,05	4,10
41,75	3,98	4,03
41,78	3,93	3,95
41,80	3,86	3,88
41,83	3,81	3,81
41,85	3,75	3,74
41,88	3,68	3,67
41,90	3,63	3,60
41,92	3,56	3,54
41,95	3,49	3,47
41,97	3,41	3,40
42,00	3,34	3,34
42,02	3,25	3,28
42,05	3,18	3,22
42,07	3,13	3,15
42,10	3,06	3,09
42,12	3,00	3,03
42,14	2,92	2,97
42,17	2,87	2,91
42,19	2,81	2,85
42,22	2,75	2,79
42,24	2,72	2,73
42,27	2,69	2,68
42,29	2,63	2,62
42,31	2,56	2,57
42,34	2,51	2,52
42,36	2,44	2,47
42,39	2,41	2,42
42,41	2,37	2,37
42,44	2,31	2,33
42,46	2,25	2,28
42,49	2,21	2,24
42,51	2,15	2,20
42,53	2,10	2,15
42,56	2,08	2,11
42,58	2,05	2,07
42,61	2,02	2,04
42,63	1,98	2,00
42,66	1,93	1,97
42,68	1,90	1,94
42,71	1,88	1,91
42,73	1,85	1,88
42,75	1,83	1,85
42,78	1,79	1,83
42,80	1,76	1,81
42,83	1,73	1,79
42,85	1,72	1,77
42,88	1,70	1,75
42,90	1,71	1,74
42,93	1,69	1,72
42,95	1,68	1,71
42,97	1,68	1,70
43,00	1,67	1,69
43,02	1,68	1,68
43,05	1,67	1,68
43,07	1,66	1,67
43,10	1,64	1,67
43,12	1,65	1,67
43,15	1,63	1,68
43,17	1,67	1,68
43,19	1,67	1,69
43,22	1,69	1,70
43,24	1,65	1,71
43,27	1,66	1,72
43,29	1,65	1,73
43,32	1,67	1,74
43,34	1,70	1,76
43,36	1,75	1,78
43,39	1,78	1,80
43,41	1,81	1,82
43,44	1,82	1,84
43,46	1,84	1,87
43,49	1,88	1,90
43,51	1,90	1,93
43,54	1,92	1,96
43,56	1,94	2,00
43,58	1,98	2,04
43,61	2,01	2,08
43,63	2,06	2,12
43,66	2,11	2,17
43,68	2,19	2,21
43,71	2,24	2,25
43,73	2,27	2,30
43,76	2,33	2,35
43,78	2,39	2,41
43,80	2,45	2,46
43,83	2,50	2,53
43,85	2,57	2,59
43,88	2,59	2,65
43,90	2,66	2,72
43,93	2,71	2,79
43,95	2,78	2,86
43,98	2,87	2,93
44,00	2,96	3,00
44,02	3,03	3,07
44,05	3,11	3,15
44,07	3,21	3,23
44,10	3,28	3,31
44,12	3,41	3,40
44,15	3,48	3,48
44,17	3,55	3,57
44,20	3,63	3,66
44,22	3,70	3,76
44,24	3,78	3,85
44,27	3,89	3,94
44,29	4,01	4,04
44,32	4,11	4,13
44,34	4,24	4,22
44,37	4,32	4,32
44,39	4,41	4,41
44,41	4,53	4,51
44,44	4,65	4,60
44,46	4,74	4,70
44,49	4,83	4,80
44,51	4,91	4,90
44,54	4,97	5,00
44,56	5,05	5,10
44,59	5,17	5,20
44,61	5,28	5,29
44,63	5,40	5,39
44,66	5,48	5,48
44,68	5,59	5,58
44,71	5,68	5,67
44,73	5,77	5,75
44,76	5,90	5,84
44,78	6,01	5,92
44,81	6,09	6,00
44,83	6,15	6,07
44,85	6,24	6,14
44,88	6,30	6,20
44,90	6,40	6,26
44,93	6,48	6,32
44,95	6,56	6,36
44,98	6,61	6,41
